module_id,title,subtitle,domain,category,status,dependencies,related_modules,difficulty,content_type
STR-082,Burnout,"Common causes, effects, warning signs, and practical strategies for burnout.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-083,Burnout Prevention,"Common causes, effects, warning signs, and practical strategies for burnout prevention.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-084,Workload Management,"Common causes, effects, warning signs, and practical strategies for workload management.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-085,Meeting Overload,"Common causes, effects, warning signs, and practical strategies for meeting overload.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-086,Email Stress,"Common causes, effects, warning signs, and practical strategies for email stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-087,Remote Work Stress,"Common causes, effects, warning signs, and practical strategies for remote work stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-088,Commuting Stress,"Common causes, effects, warning signs, and practical strategies for commuting stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-089,Career Uncertainty,"Common causes, effects, warning signs, and practical strategies for career uncertainty.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-090,Job Loss Stress,"Common causes, effects, warning signs, and practical strategies for job loss stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-091,Financial Stress,"Common causes, effects, warning signs, and practical strategies for financial stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-092,Caregiver Stress,"Common causes, effects, warning signs, and practical strategies for caregiver stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-093,Parenting Stress,"Common causes, effects, warning signs, and practical strategies for parenting stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-094,Relationship Stress,"Common causes, effects, warning signs, and practical strategies for relationship stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-095,Family Conflict,"Common causes, effects, warning signs, and practical strategies for family conflict.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-096,Loneliness,"Common causes, effects, warning signs, and practical strategies for loneliness.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-097,Social Isolation,"Common causes, effects, warning signs, and practical strategies for social isolation.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-098,Cultural Stress,"Common causes, effects, warning signs, and practical strategies for cultural stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-099,Immigration Stress,"Common causes, effects, warning signs, and practical strategies for immigration stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-100,Travel Stress,"Common causes, effects, warning signs, and practical strategies for travel stress.",Stress and Mental Well-Being,Work and Life Stress,pending,,,Foundation,foundational
STR-101,Stress vs Anxiety,"Definitions, evidence-based management, safety, and when professional care matters for stress vs anxiety.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-102,Generalized Anxiety,"Definitions, evidence-based management, safety, and when professional care matters for generalized anxiety.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-103,Panic Attacks,"Definitions, evidence-based management, safety, and when professional care matters for panic attacks.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-104,Panic Disorder,"Definitions, evidence-based management, safety, and when professional care matters for panic disorder.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-105,Social Anxiety,"Definitions, evidence-based management, safety, and when professional care matters for social anxiety.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-106,Health Anxiety,"Definitions, evidence-based management, safety, and when professional care matters for health anxiety.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-107,Phobias,"Definitions, evidence-based management, safety, and when professional care matters for phobias.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-108,Obsessive Thoughts,"Definitions, evidence-based management, safety, and when professional care matters for obsessive thoughts.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-109,Depression and Stress,"Definitions, evidence-based management, safety, and when professional care matters for depression and stress.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-110,Low Mood,"Definitions, evidence-based management, safety, and when professional care matters for low mood.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-111,Irritability,"Definitions, evidence-based management, safety, and when professional care matters for irritability.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-112,Emotional Exhaustion,"Definitions, evidence-based management, safety, and when professional care matters for emotional exhaustion.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-113,Feeling Overwhelmed,"Definitions, evidence-based management, safety, and when professional care matters for feeling overwhelmed.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-114,Loss of Motivation,"Definitions, evidence-based management, safety, and when professional care matters for loss of motivation.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-115,Anhedonia,"Definitions, evidence-based management, safety, and when professional care matters for anhedonia.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-116,When Stress Needs Professional Help,"Definitions, evidence-based management, safety, and when professional care matters for when stress needs professional help.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-117,Psychotherapy,"Definitions, evidence-based management, safety, and when professional care matters for psychotherapy.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-118,Cognitive Behavioral Therapy,"Definitions, evidence-based management, safety, and when professional care matters for cognitive behavioral therapy.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-119,Acceptance and Commitment Therapy,"Definitions, evidence-based management, safety, and when professional care matters for acceptance and commitment therapy.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-120,Mindfulness-Based Stress Reduction,"Definitions, evidence-based management, safety, and when professional care matters for mindfulness-based stress reduction.",Stress and Mental Well-Being,Anxiety and Mood,pending,,,Foundation,foundational
STR-121,Social Connection,How social connection affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-122,Friendship and Health,How friendship and health affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-123,Family Support,How family support affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-124,Community Belonging,How community belonging affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-125,Healthy Communication,How healthy communication affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-126,Conflict Resolution,How conflict resolution affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-127,Active Listening,How active listening affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-128,Empathy,How empathy affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-129,Emotional Support,How emotional support affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-130,Asking for Help,How asking for help affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-131,Giving Support Without Burnout,How giving support without burnout affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-132,Healthy Relationships,How healthy relationships affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-133,Relationship Boundaries,How relationship boundaries affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-134,Work-Life Boundaries,How work-life boundaries affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-135,Social Recovery After Isolation,How social recovery after isolation affects well-being and practical ways to strengthen it.,Stress and Mental Well-Being,Relationships and Connection,pending,,,Foundation,foundational
STR-136,Building Resilience,"How building resilience supports long-term resilience, health, and sustainable behavior.",Stress and Mental Well-Being,Resilience and Meaning,pending,,,Foundation,foundational
